time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
5.176,0.811591,-1.20679,0.7507,0.836354,-1.16049,0.752203,0.848103,-1.14934,0.731961,0.836394,-1.16069,0.752109,0.0525061,6.2785,0.0680683,6.26126,0.0523412,6.27859
5.196,0.812314,-1.20666,0.7527,0.838405,-1.15857,0.752203,0.850196,-1.14746,0.731961,0.838445,-1.15878,0.752109,0.0547151,6.2795,0.0702853,6.25926,0.0545508,6.27941
5.246,0.815416,-1.20478,0.7581,0.840455,-1.15665,0.752203,0.85229,-1.14558,0.731961,0.840495,-1.15686,0.752109,0.054259,6.2741,0.0697512,6.25386,0.0540924,6.27401
5.297,0.81687,-1.20142,0.7492,0.842846,-1.15441,0.752203,0.854732,-1.14338,0.731961,0.842886,-1.15462,0.752109,0.0537071,6.277,0.0692948,6.26276,0.0535439,6.27709
5.317,0.81879,-1.19992,0.749,0.843431,-1.15386,0.752203,0.85533,-1.14285,0.731961,0.843471,-1.15407,0.752109,0.052236,6.2768,0.0677719,6.26296,0.0520709,6.27689
5.338,0.819403,-1.19969,0.7502,0.845381,-1.15204,0.752203,0.857323,-1.14105,0.731961,0.845421,-1.15225,0.752109,0.0542702,6.278,0.0698272,6.26176,0.0541061,6.27809
5.368,0.821878,-1.19884,0.7551,0.84699,-1.15053,0.752203,0.858968,-1.13958,0.731961,0.84703,-1.15074,0.752109,0.0544428,6.2771,0.0699126,6.25686,0.054276,6.27701
5.409,0.824758,-1.19526,0.7518,0.849182,-1.14848,0.752203,0.861211,-1.13756,0.731961,0.849223,-1.14869,0.752109,0.0527692,6.2796,0.068248,6.26016,0.0526027,6.27969
5.463,0.825151,-1.19452,0.7505,0.847499,-1.15139,0.747289,0.862302,-1.13638,0.734216,0.847516,-1.15169,0.746979,0.0485761,6.27679,0.0689999,6.26372,0.0483174,6.27648
5.479,0.827141,-1.19235,0.7481,0.848137,-1.1508,0.747289,0.862949,-1.13579,0.734216,0.848155,-1.1511,0.746979,0.0465563,6.27919,0.0669409,6.26612,0.0462959,6.27888
5.51,0.827742,-1.19204,0.7483,0.849808,-1.14925,0.747289,0.86464,-1.13427,0.734216,0.849825,-1.14955,0.746979,0.0481434,6.27899,0.0685509,6.26592,0.0478841,6.27868
5.53,0.830047,-1.19125,0.7512,0.850348,-1.14875,0.747289,0.865187,-1.13377,0.734216,0.850366,-1.14905,0.746979,0.0470959,6.27609,0.0673648,6.26302,0.0468319,6.27578
5.534,0.830602,-1.191,0.7523,0.851232,-1.14793,0.747289,0.866082,-1.13296,0.734216,0.85125,-1.14823,0.746979,0.0477512,6.27499,0.0680183,6.26192,0.0474873,6.27468
5.571,0.832574,-1.18889,0.7532,0.853589,-1.14575,0.747289,0.86847,-1.13081,0.734216,0.853608,-1.14605,0.746979,0.0479892,6.27409,0.068278,6.26102,0.0477259,6.27378
5.611,0.835107,-1.18489,0.7446,0.856092,-1.14343,0.747289,0.871007,-1.12852,0.734216,0.856111,-1.14373,0.746979,0.0464706,6.27731,0.0668313,6.26962,0.0462093,6.27762
5.662,0.837789,-1.18382,0.7493,0.85869,-1.14102,0.747289,0.873643,-1.12614,0.734216,0.858711,-1.14132,0.746979,0.0476326,6.27799,0.0679161,6.26492,0.0473687,6.27768
5.712,0.838444,-1.18364,0.7514,0.859523,-1.14025,0.747289,0.874488,-1.12538,0.734216,0.859544,-1.14055,0.746979,0.0482432,6.27589,0.0685129,6.26282,0.0479789,6.27558
5.733,0.841201,-1.18076,0.7521,0.861532,-1.13839,0.747289,0.876527,-1.12354,0.734216,0.861553,-1.13869,0.746979,0.0469959,6.27519,0.0672476,6.26212,0.0467306,6.27488
5.783,0.842744,-1.17739,0.7417,0.86393,-1.13616,0.747289,0.878965,-1.12134,0.734216,0.863952,-1.13647,0.746979,0.0463528,6.27441,0.0667393,6.27252,0.0460915,6.27472
5.811,0.843175,-1.17715,0.742,0.864028,-1.13607,0.747289,0.879064,-1.12125,0.734216,0.86405,-1.13638,0.746979,0.0460684,6.27471,0.0664336,6.27222,0.0458063,6.27502
5.824,0.845351,-1.17695,0.7499,0.866475,-1.13381,0.747289,0.881551,-1.119,0.734216,0.866497,-1.13411,0.746979,0.0480381,6.27739,0.0683266,6.26432,0.0477734,6.27708
5.884,0.847823,-1.17503,0.753,0.869258,-1.13123,0.736145,0.884383,-1.11645,0.723072,0.869282,-1.13154,0.735835,0.0487612,6.26315,0.0690513,6.25007,0.0484963,6.26283
5.912,0.848246,-1.17416,0.7516,0.870082,-1.13048,0.730971,0.885221,-1.11571,0.717898,0.870106,-1.13079,0.730661,0.048829,6.25937,0.0691629,6.2463,0.0485654,6.25906
5.937,0.851288,-1.16998,0.7446,0.868592,-1.13287,0.736456,0.886912,-1.11365,0.705147,0.868621,-1.13326,0.73617,0.0409509,6.27186,0.0666534,6.24055,0.0406075,6.27157
5.996,0.852019,-1.16955,0.745,0.87089,-1.1308,0.722128,0.889276,-1.11165,0.690819,0.870919,-1.13119,0.721842,0.0431035,6.25713,0.068852,6.22582,0.042763,6.25684
6.016,0.854363,-1.16887,0.7504,0.871599,-1.13017,0.71775,0.890005,-1.11105,0.686441,0.871629,-1.13057,0.717464,0.0423587,6.24735,0.0679224,6.21604,0.0420115,6.24706
6.036,0.854776,-1.16876,0.7516,0.874391,-1.12776,0.700636,0.892875,-1.10872,0.669327,0.874422,-1.12815,0.70035,0.0454557,6.22904,0.0711133,6.19773,0.0451134,6.22875
6.067,0.856228,-1.16737,0.7475,0.875377,-1.12693,0.694666,0.893888,-1.10792,0.663357,0.875408,-1.12732,0.69438,0.044749,6.22717,0.0703792,6.19586,0.0444057,6.22688
6.077,0.856638,-1.16663,0.7428,0.877158,-1.12544,0.68392,0.895718,-1.10649,0.652611,0.877189,-1.12584,0.683634,0.046011,6.22112,0.0717208,6.18981,0.0456716,6.22083
6.138,0.860793,-1.16294,0.7033,0.88127,-1.12214,0.66999,0.899941,-1.10331,0.638682,0.881302,-1.12254,0.669704,0.0456481,6.24669,0.0713331,6.21538,0.0453087,6.2464
6.172,0.861153,-1.16291,0.7018,0.88148,-1.12197,0.66999,0.900157,-1.10315,0.638682,0.881512,-1.12237,0.669704,0.0457014,6.24819,0.0713613,6.21688,0.045361,6.2479
6.188,0.862297,-1.16139,0.6879,0.884254,-1.11978,0.66999,0.903008,-1.10103,0.638682,0.884287,-1.12017,0.669704,0.0470508,6.26209,0.072805,6.23078,0.0467153,6.2618
6.239,0.862592,-1.16074,0.6831,0.885562,-1.11874,0.66999,0.904352,-1.10003,0.638682,0.885595,-1.11914,0.669704,0.0478701,6.26689,0.0736842,6.23558,0.0475377,6.2666
6.259,0.864346,-1.15901,0.6701,0.887706,-1.11704,0.66999,0.906558,-1.09839,0.638682,0.88774,-1.11744,0.669704,0.0480337,6.27989,0.0738675,6.24858,0.0477027,6.2796
6.31,0.867556,-1.15776,0.6779,0.889744,-1.11543,0.66999,0.908656,-1.09684,0.638682,0.889778,-1.11582,0.669704,0.0477943,6.27209,0.0734896,6.24078,0.0474576,6.2718
6.34,0.870043,-1.15432,0.6772,0.892252,-1.11344,0.66999,0.911238,-1.09492,0.638682,0.892287,-1.11384,0.669704,0.0465275,6.27279,0.0722916,6.24148,0.0461938,6.2725
6.409,0.873546,-1.15261,0.676,0.895653,-1.1105,0.67253,0.914117,-1.09332,0.641704,0.895671,-1.11092,0.672589,0.0475632,6.27653,0.0718499,6.2457,0.047201,6.27659
6.461,0.875761,-1.15068,0.6715,0.898428,-1.10829,0.67253,0.916962,-1.09119,0.641704,0.898446,-1.10871,0.672589,0.04807,6.27897,0.0723651,6.2502,0.0477096,6.27891
6.502,0.877674,-1.14795,0.6645,0.900626,-1.10654,0.67253,0.919216,-1.08951,0.641704,0.900644,-1.10696,0.672589,0.0473422,6.27197,0.0717017,6.2572,0.0469853,6.27191
6.542,0.878351,-1.14757,0.6653,0.901777,-1.10562,0.67253,0.920397,-1.08862,0.641704,0.901795,-1.10604,0.672589,0.0480468,6.27277,0.072408,6.2564,0.0476906,6.27271
6.563,0.882392,-1.14624,0.6752,0.904078,-1.10379,0.67253,0.922758,-1.08686,0.641704,0.904096,-1.10421,0.672589,0.0476673,6.27733,0.0718026,6.2465,0.0473034,6.27739
6.613,0.883052,-1.14588,0.6757,0.905123,-1.10296,0.67253,0.923832,-1.08606,0.641704,0.905141,-1.10338,0.672589,0.0482659,6.27683,0.072403,6.246,0.0479027,6.27689
6.648,0.885393,-1.14242,0.6663,0.908371,-1.10035,0.66928,0.926808,-1.08424,0.644171,0.908388,-1.10077,0.669276,0.0479352,6.27702,0.0714184,6.25787,0.0475772,6.27702
6.694,0.887956,-1.14035,0.6656,0.910524,-1.09865,0.66928,0.929004,-1.08259,0.644171,0.910541,-1.09907,0.669276,0.0474127,6.27632,0.0708599,6.25857,0.0470539,6.27632
6.735,0.888658,-1.14015,0.6669,0.91236,-1.0972,0.66928,0.930879,-1.08118,0.644171,0.912378,-1.09762,0.669276,0.0490583,6.27762,0.0725265,6.25727,0.0487014,6.27762
6.765,0.891336,-1.1394,0.6718,0.913515,-1.09629,0.66928,0.932058,-1.0803,0.644171,0.913532,-1.0967,0.669276,0.0484813,6.27748,0.0717714,6.25237,0.0481182,6.27748
6.796,0.893935,-1.13644,0.6694,0.916295,-1.09409,0.66928,0.934897,-1.07816,0.644171,0.916312,-1.0945,0.669276,0.0478913,6.27988,0.0712301,6.25477,0.0475305,6.27988
6.846,0.894334,-1.13583,0.6679,0.91813,-1.09263,0.66928,0.936772,-1.07675,0.644171,0.918147,-1.09305,0.669276,0.0493132,6.27862,0.0727355,6.25627,0.0489563,6.27862
6.866,0.896069,-1.1338,0.6651,0.919178,-1.09181,0.66928,0.937844,-1.07595,0.644171,0.919196,-1.09222,0.669276,0.0479303,6.27582,0.0713537,6.25907,0.0475733,6.27582
6.897,0.896659,-1.13352,0.6656,0.91419,-1.09749,0.656033,0.937945,-1.07552,0.645777,0.914208,-1.09788,0.65612,0.0400667,6.27043,0.0711916,6.26018,0.0397252,6.27052
6.907,0.900126,-1.13262,0.6731,0.916154,-1.09598,0.656033,0.939925,-1.07403,0.645777,0.916172,-1.09637,0.65612,0.0399893,6.26293,0.0708259,6.25268,0.0396406,6.26302
6.948,0.90079,-1.13236,0.6741,0.918329,-1.09431,0.656033,0.942118,-1.07238,0.645777,0.918347,-1.09469,0.65612,0.0419032,6.26193,0.0728436,6.25168,0.0415581,6.26202
6.988,0.902779,-1.12944,0.6676,0.920609,-1.09255,0.656033,0.944419,-1.07064,0.645777,0.920627,-1.09294,0.65612,0.0409688,6.26843,0.0720447,6.25818,0.0406272,6.26852
7.039,0.904296,-1.1275,0.6656,0.921616,-1.09177,0.656033,0.945436,-1.06988,0.645777,0.921634,-1.09216,0.65612,0.0397064,6.27043,0.0708055,6.26018,0.0393651,6.27052
7.069,0.904989,-1.12714,0.6665,0.922517,-1.09108,0.656033,0.946346,-1.06919,0.645777,0.922535,-1.09147,0.65612,0.0400941,6.26953,0.0711936,6.25928,0.039753,6.26962
7.11,0.909531,-1.12567,0.6758,0.925325,-1.08892,0.656033,0.949182,-1.06705,0.645777,0.925342,-1.08931,0.65612,0.0400008,6.26023,0.0707676,6.24998,0.0396516,6.26032
7.151,0.912216,-1.1232,0.6727,0.927496,-1.08725,0.656033,0.951375,-1.0654,0.645777,0.927513,-1.08764,0.65612,0.0390634,6.26333,0.0698153,6.25308,0.0387137,6.26342
7.18,0.91027,-1.12353,0.6626,0.928184,-1.08672,0.656033,0.952071,-1.06488,0.645777,0.928201,-1.08711,0.65612,0.0409342,6.27343,0.072021,6.26318,0.0405936,6.27352
7.212,0.909717,-1.12387,0.6622,0.929507,-1.0857,0.656033,0.953409,-1.06387,0.645777,0.929524,-1.08609,0.65612,0.0429919,6.27383,0.0742211,6.26358,0.0426561,6.27392
7.222,0.909691,-1.12521,0.6689,0.933158,-1.08289,0.656033,0.957101,-1.06109,0.645777,0.933175,-1.08328,0.65612,0.0483903,6.26713,0.0797464,6.25688,0.0480603,6.26722
7.287,0.909869,-1.12517,0.6687,0.933263,-1.08281,0.656033,0.957208,-1.06101,0.645777,0.93328,-1.0832,0.65612,0.0483894,6.26733,0.0797352,6.25708,0.0480591,6.26742
7.289,0.910018,-1.12502,0.6681,0.933369,-1.08273,0.656033,0.957315,-1.06093,0.645777,0.933386,-1.08312,0.65612,0.0483071,6.26793,0.0796534,6.25768,0.0479768,6.26802
7.303,0.910272,-1.12422,0.6653,0.935375,-1.08118,0.656033,0.959348,-1.05939,0.645777,0.935392,-1.08157,0.65612,0.0498217,6.27073,0.081307,6.26048,0.0494964,6.27082
7.329,0.91034,-1.12393,0.6644,0.935586,-1.08102,0.656033,0.959562,-1.05923,0.645777,0.935603,-1.08141,0.65612,0.0497829,6.27163,0.0812918,6.26138,0.0494584,6.27172
7.333,0.910404,-1.12369,0.6638,0.935692,-1.08094,0.656033,0.959669,-1.05915,0.645777,0.935709,-1.08133,0.65612,0.0496703,6.27223,0.0811939,6.26198,0.0493463,6.27232
7.353,0.910471,-1.12339,0.6628,0.937328,-1.07968,0.656033,0.961328,-1.0579,0.645777,0.937345,-1.08007,0.65612,0.0513039,6.27323,0.0829193,6.26298,0.0509837,6.27332
7.382,0.910513,-1.12342,0.6625,0.931821,-1.08636,0.660936,0.962302,-1.05746,0.649559,0.931859,-1.08667,0.660977,0.0427473,6.27844,0.0838574,6.26706,0.0424967,6.27848
7.399,0.910596,-1.12346,0.6622,0.931927,-1.08628,0.660936,0.962408,-1.05738,0.649559,0.931964,-1.08659,0.660977,0.0428668,6.27874,0.0839692,6.26736,0.042616,6.27878
7.414,0.911045,-1.12348,0.6616,0.934571,-1.08422,0.660936,0.965076,-1.05535,0.649559,0.934608,-1.08453,0.660977,0.045769,6.27934,0.086951,6.26796,0.0455219,6.27938
7.451,0.911213,-1.12339,0.6615,0.934676,-1.08414,0.660936,0.965183,-1.05527,0.649559,0.934714,-1.08445,0.660977,0.0457343,6.27944,0.0869096,6.26806,0.0454869,6.27948
7.455,0.911392,-1.12324,0.6612,0.934835,-1.08401,0.660936,0.965343,-1.05515,0.649559,0.934872,-1.08433,0.660977,0.0456971,6.27974,0.0868721,6.26836,0.0454497,6.27978
7.465,0.912153,-1.12254,0.6602,0.936737,-1.08254,0.660936,0.967264,-1.05369,0.649559,0.936774,-1.08285,0.660977,0.0469567,6.27926,0.08819,6.26936,0.0467118,6.27922
7.492,0.912516,-1.12226,0.6605,0.936843,-1.08245,0.660936,0.96737,-1.05361,0.649559,0.93688,-1.08276,0.660977,0.0466539,6.27956,0.0878749,6.26906,0.0464084,6.27952
7.505,0.914315,-1.12077,0.6627,0.937952,-1.08159,0.660936,0.968491,-1.05276,0.649559,0.937989,-1.0819,0.660977,0.0457526,6.27824,0.0869459,6.26686,0.0455061,6.27828
7.576,0.916947,-1.11911,0.665,0.941278,-1.079,0.660936,0.971852,-1.05021,0.649559,0.941315,-1.07931,0.660977,0.0469067,6.27594,0.0881007,6.26456,0.0466608,6.27598
7.578,0.917401,-1.11887,0.6649,0.941542,-1.0788,0.660936,0.972119,-1.05,0.649559,0.941579,-1.07911,0.660977,0.0467813,6.27604,0.0879574,6.26466,0.0465348,6.27608
7.586,0.917833,-1.11865,0.6648,0.941806,-1.07859,0.660936,0.972386,-1.0498,0.649559,0.941843,-1.0789,0.660977,0.046682,6.27614,0.0878411,6.26476,0.0464349,6.27618
7.624,0.919234,-1.1176,0.6643,0.937673,-1.0839,0.664028,0.973726,-1.04916,0.652626,0.937687,-1.08417,0.664126,0.0384125,6.27973,0.0874822,6.26833,0.0381838,6.27983
7.647,0.91954,-1.11728,0.6638,0.939414,-1.08254,0.664028,0.975483,-1.04782,0.652626,0.939428,-1.08281,0.664126,0.040025,6.27977,0.0891891,6.26883,0.0397991,6.27967
7.659,0.920624,-1.11603,0.6616,0.939889,-1.08217,0.664028,0.975962,-1.04745,0.652626,0.939903,-1.08244,0.664126,0.0389625,6.27757,0.0881235,6.27103,0.0387363,6.27747
7.688,0.921078,-1.1155,0.6607,0.941629,-1.08081,0.664028,0.977718,-1.04611,0.652626,0.941643,-1.08107,0.664126,0.0403243,6.27667,0.0895721,6.27193,0.0401008,6.27657
7.718,0.92336,-1.11352,0.6587,0.943949,-1.07899,0.664028,0.98006,-1.04432,0.652626,0.943963,-1.07926,0.664126,0.0402054,6.27467,0.089466,6.27393,0.0399824,6.27457
7.759,0.92622,-1.11221,0.6624,0.945109,-1.07808,0.664028,0.981232,-1.04342,0.652626,0.945123,-1.07835,0.664126,0.0390097,6.27837,0.0880815,6.27023,0.0387821,6.27827
7.779,0.926731,-1.11203,0.6635,0.947533,-1.07619,0.664028,0.98368,-1.04155,0.652626,0.947547,-1.07645,0.664126,0.0414433,6.27947,0.0906106,6.26913,0.0412188,6.27937
7.82,0.92914,-1.1098,0.6617,0.948375,-1.07553,0.664028,0.984532,-1.0409,0.652626,0.948389,-1.07579,0.664126,0.0392987,6.27767,0.0884003,6.27093,0.0390722,6.27757
7.866,0.93102,-1.10729,0.6545,0.946033,-1.07923,0.656098,0.988069,-1.0387,0.652998,0.946024,-1.07948,0.656102,0.0318247,6.2784,0.0892207,6.2785,0.0316027,6.2784
7.905,0.931466,-1.10682,0.6533,0.946192,-1.07911,0.656098,0.988228,-1.03857,0.652998,0.946183,-1.07936,0.656102,0.0313797,6.2772,0.0887672,6.2797,0.0311574,6.2772
7.911,0.931915,-1.10646,0.6533,0.946404,-1.07895,0.656098,0.988441,-1.03841,0.652998,0.946395,-1.07919,0.656102,0.0310936,6.2772,0.0884633,6.2797,0.0308709,6.2772
7.931,0.934145,-1.10596,0.6597,0.947518,-1.07809,0.656098,0.989559,-1.03756,0.652998,0.947509,-1.07834,0.656102,0.030913,6.2764,0.0880335,6.2733,0.0306864,6.2764
7.952,0.935317,-1.10575,0.6636,0.949002,-1.07695,0.653312,0.991048,-1.03642,0.650212,0.948994,-1.07719,0.653316,0.0318887,6.26971,0.0889553,6.26661,0.0316617,6.26972
7.962,0.936944,-1.1046,0.6651,0.951118,-1.07533,0.640974,0.993172,-1.0348,0.637874,0.95111,-1.07558,0.640978,0.0325237,6.25587,0.089629,6.25277,0.0322975,6.25588
7.99,0.937882,-1.10335,0.6619,0.9516,-1.07497,0.638188,0.993655,-1.03445,0.635088,0.951592,-1.07522,0.638192,0.0315169,6.25629,0.0886444,6.25319,0.0312906,6.25629
8.018,0.939303,-1.10114,0.6548,0.947363,-1.07977,0.651423,0.994808,-1.03379,0.627884,0.94734,-1.07999,0.651511,0.022842,6.27662,0.0872714,6.25308,0.0226212,6.27671
8.043,0.939839,-1.10051,0.6531,0.948664,-1.07878,0.643861,0.996132,-1.03284,0.620322,0.94864,-1.07901,0.643949,0.0234555,6.27076,0.0880271,6.24722,0.0232363,6.27085
8.073,0.942276,-1.09921,0.6558,0.950219,-1.07762,0.641075,0.997714,-1.03171,0.617536,0.950195,-1.07784,0.641163,0.0230096,6.26528,0.0873492,6.24174,0.0227885,6.26536
8.083,0.942951,-1.09909,0.6577,0.950487,-1.07742,0.641075,0.997987,-1.03152,0.617536,0.950464,-1.07764,0.641163,0.0229478,6.26338,0.0871516,6.23984,0.0227257,6.26346
8.104,0.943664,-1.09899,0.6594,0.952466,-1.07595,0.631523,1,-1.03009,0.607984,0.952442,-1.07617,0.631611,0.0246664,6.25212,0.0889976,6.22858,0.0244462,6.25221
8.175,0.947541,-1.09556,0.6586,0.951099,-1.07856,0.648412,1.00345,-1.02778,0.591297,0.951069,-1.07877,0.64855,0.0173657,6.26981,0.0878628,6.2127,0.0171606,6.26995
8.195,0.947894,-1.09498,0.6567,0.952746,-1.07732,0.63886,1.00516,-1.02663,0.581745,0.952716,-1.07752,0.638998,0.0183139,6.26216,0.0891694,6.20505,0.0181101,6.2623
8.225,0.949604,-1.09318,0.6414,0.954336,-1.07614,0.629706,1.00682,-1.02555,0.572591,0.954306,-1.07635,0.629844,0.0176827,6.26831,0.088588,6.21119,0.0174791,6.26844
8.246,0.951921,-1.09254,0.6246,0.956458,-1.07461,0.625328,1.00903,-1.02413,0.568213,0.956427,-1.07481,0.625466,0.0184942,6.27927,0.0891053,6.22361,0.0182903,6.27913
8.271,0.952433,-1.09245,0.6209,0.956729,-1.07441,0.625328,1.00931,-1.02395,0.568213,0.956699,-1.07461,0.625466,0.0185456,6.27557,0.0890327,6.22731,0.0183415,6.27543
8.286,0.952863,-1.0923,0.6171,0.95738,-1.07394,0.625328,1.00999,-1.02352,0.568213,0.95735,-1.07414,0.625466,0.0189058,6.27177,0.0894059,6.23111,0.0187019,6.27163
8.296,0.95367,-1.0912,0.6047,0.959171,-1.07265,0.625328,1.01185,-1.02233,0.568213,0.959141,-1.07285,0.625466,0.0193519,6.25937,0.090155,6.24351,0.0191493,6.25923
8.321,0.954077,-1.09023,0.597,0.960039,-1.07202,0.625328,1.01275,-1.02175,0.568213,0.960009,-1.07222,0.625466,0.0191557,6.25167,0.0901726,6.25121,0.0189541,6.25153
8.357,0.95529,-1.0893,0.5882,0.961558,-1.07093,0.625328,1.01433,-1.02075,0.568213,0.961527,-1.07113,0.625466,0.0194126,6.24287,0.0904744,6.26001,0.0192116,6.24273
8.365,0.955842,-1.08913,0.5854,0.962209,-1.07046,0.625328,1.01501,-1.02031,0.568213,0.962178,-1.07066,0.625466,0.0197271,6.24007,0.0907546,6.26281,0.0195261,6.23993
8.411,0.957831,-1.08821,0.5743,0.959038,-1.07411,0.579229,1.01643,-1.01924,0.56864,0.959016,-1.07431,0.578994,0.0141493,6.27507,0.0905007,6.27434,0.0139446,6.27531
8.439,0.958406,-1.08793,0.5741,0.961056,-1.07279,0.579229,1.01846,-1.01794,0.56864,0.961034,-1.07299,0.578994,0.0153712,6.27487,0.0922248,6.27454,0.0151664,6.27511
8.469,0.960798,-1.08647,0.5798,0.963298,-1.07132,0.579229,1.02072,-1.0165,0.56864,0.963276,-1.07153,0.578994,0.015354,6.27943,0.0921264,6.26884,0.0151486,6.27919
8.493,0.961778,-1.08564,0.5827,0.963578,-1.07114,0.579229,1.021,-1.01632,0.56864,0.963556,-1.07135,0.578994,0.0146056,6.27653,0.0911731,6.26594,0.0143999,6.27629
8.51,0.963185,-1.08456,0.5844,0.964698,-1.07041,0.579229,1.02213,-1.0156,0.56864,0.964677,-1.07061,0.578994,0.0142362,6.27483,0.0907266,6.26424,0.0140302,6.27459
8.54,0.963694,-1.08427,0.584,0.966771,-1.06905,0.579229,1.02422,-1.01426,0.56864,0.96675,-1.06926,0.578994,0.0155285,6.27523,0.0925483,6.26464,0.015323,6.27499
8.555,0.964259,-1.08399,0.5832,0.966939,-1.06894,0.579229,1.02439,-1.01415,0.56864,0.966918,-1.06915,0.578994,0.0152822,6.27603,0.0921562,6.26544,0.0150764,6.27579
8.57,0.966101,-1.08281,0.5781,0.968171,-1.06814,0.579229,1.02563,-1.01336,0.56864,0.96815,-1.06834,0.578994,0.014821,6.27887,0.0914755,6.27054,0.0146145,6.27911
8.58,0.967393,-1.08163,0.5737,0.968787,-1.06773,0.579229,1.02625,-1.01296,0.56864,0.968766,-1.06794,0.578994,0.0139697,6.27447,0.0904454,6.27494,0.0137628,6.27471
8.611,0.969438,-1.08003,0.5707,0.970466,-1.06664,0.579229,1.02795,-1.01188,0.56864,0.970446,-1.06684,0.578994,0.0134359,6.27147,0.0898224,6.27794,0.0132288,6.27171
8.621,0.970106,-1.07968,0.5713,0.970802,-1.06642,0.579229,1.02829,-1.01166,0.56864,0.970782,-1.06662,0.578994,0.0132802,6.27207,0.0895036,6.27734,0.0130731,6.27231
8.627,0.970758,-1.07944,0.5725,0.97153,-1.06594,0.579229,1.02902,-1.0112,0.56864,0.971509,-1.06615,0.578994,0.0135192,6.27327,0.08973,6.27614,0.013312,6.27351
8.652,0.972533,-1.07911,0.5777,0.97416,-1.06422,0.579229,1.03167,-1.0095,0.56864,0.97414,-1.06443,0.578994,0.0149815,6.27847,0.0913433,6.27094,0.0147736,6.27871
8.687,0.973483,-1.07885,0.5797,0.974552,-1.06396,0.579229,1.03207,-1.00925,0.56864,0.974532,-1.06417,0.578994,0.0149241,6.27953,0.0909767,6.26894,0.0147161,6.27929
8.702,0.975082,-1.07702,0.5745,0.977069,-1.06232,0.579229,1.03461,-1.00762,0.56864,0.977049,-1.06252,0.578994,0.0148408,6.27527,0.0914331,6.27414,0.0146323,6.27551
8.739,0.97544,-1.07638,0.5722,0.977237,-1.06221,0.579229,1.03478,-1.00752,0.56864,0.977217,-1.06242,0.578994,0.0142841,6.27297,0.0909022,6.27644,0.0140756,6.27321
8.753,0.976973,-1.07484,0.5676,0.980367,-1.06016,0.579229,1.03794,-1.00549,0.56864,0.980348,-1.06037,0.578994,0.0150713,6.26837,0.0923388,6.27896,0.014864,6.26861
8.803,0.981328,-1.07364,0.5756,0.983102,-1.05837,0.579229,1.04071,-1.00373,0.56864,0.983084,-1.05858,0.578994,0.0153728,6.27637,0.0917271,6.27304,0.0151631,6.27661
8.847,0.981965,-1.07345,0.5771,0.983381,-1.05819,0.579229,1.04099,-1.00355,0.56864,0.983363,-1.0584,0.578994,0.015326,6.27787,0.0914888,6.27154,0.0151161,6.27811
8.864,0.983579,-1.07244,0.5797,0.985166,-1.05702,0.579229,1.0428,-1.00239,0.56864,0.985148,-1.05723,0.578994,0.015504,6.27953,0.0917269,6.26894,0.0152938,6.27929
8.884,0.984079,-1.07194,0.5793,0.985333,-1.05691,0.579229,1.04297,-1.00228,0.56864,0.985315,-1.05712,0.578994,0.0150831,6.27993,0.0912134,6.26934,0.0148728,6.27969
8.887,0.984572,-1.07136,0.5781,0.985501,-1.0568,0.579229,1.04313,-1.00218,0.56864,0.985483,-1.05701,0.578994,0.0145826,6.27887,0.0906386,6.27054,0.0143724,6.27911
8.909,0.98602,-1.06947,0.573,0.982166,-1.06084,0.570898,1.04483,-1.00162,0.568725,0.982184,-1.06101,0.570798,0.00945525,6.2779,0.0897925,6.27572,0.00928958,6.2778
8.93,0.987199,-1.06864,0.5707,0.98273,-1.06048,0.570898,1.0454,-1.00126,0.568725,0.982748,-1.06065,0.570798,0.00930387,6.2798,0.0890311,6.27802,0.00914319,6.2799
8.945,0.989874,-1.06796,0.5726,0.985378,-1.05878,0.570898,1.04805,-0.999568,0.568725,0.985396,-1.05895,0.570798,0.0102256,6.2783,0.08979,6.27612,0.0100616,6.2782
9.006,0.99224,-1.06726,0.5774,0.987574,-1.05737,0.570898,1.05025,-0.998161,0.568725,0.987592,-1.05754,0.570798,0.0109423,6.2735,0.090227,6.27132,0.0107772,6.2734
9.026,0.9932,-1.0665,0.5774,0.988193,-1.05697,0.570898,1.05088,-0.997764,0.568725,0.988211,-1.05714,0.570798,0.0107664,6.2735,0.0897282,6.27132,0.0106039,6.2734
9.047,0.994564,-1.06481,0.5752,0.989375,-1.05621,0.570898,1.05206,-0.997006,0.568725,0.989393,-1.05638,0.570798,0.0100461,6.2757,0.0889018,6.27352,0.00988764,6.2756
9.077,0.995568,-1.06359,0.5728,0.990219,-1.05567,0.570898,1.05291,-0.996465,0.568725,0.990237,-1.05584,0.570798,0.00956177,6.2781,0.0882835,6.27592,0.00940726,6.278
9.098,0.997294,-1.06238,0.5705,0.992132,-1.05444,0.570898,1.05483,-0.995238,0.568725,0.99215,-1.05461,0.570798,0.0094691,6.2796,0.088418,6.27822,0.00931295,6.2797
